monthyear,business_level,category,brand,Sales Amount,Spend on meta Amount,Spend on tv Amount,Spend on ucontent Amount,Spend on youtube Amount
2023-03-01,Business Unit 3,Category 12,Brand 45,49051206040.229996,4261278292.52486,7940829784.7484,0.0,0.0
2023-04-01,Business Unit 3,Category 12,Brand 45,58970700438.75201,2454864042.52486,7507746272.289198,0.0,0.0
2023-05-01,Business Unit 3,Category 12,Brand 45,58464300320.994995,3224553592.52486,4163038407.60759,0.0,467845077.00401
2023-06-01,Business Unit 3,Category 12,Brand 45,51544321598.789986,2941810492.52486,0.0,0.0,467845077.00401
2023-07-01,Business Unit 3,Category 12,Brand 45,60483978894.873,4265990677.52486,0.0,0.0,0.0
2023-08-01,Business Unit 3,Category 12,Brand 45,60268272613.088,7936938592.524859,0.0,0.0,0.0
2023-09-01,Business Unit 3,Category 12,Brand 45,58909385398.40401,9287592739.68515,0.0,0.0,0.0
2023-10-01,Business Unit 3,Category 12,Brand 45,63506191302.30401,6334727692.524859,0.0,0.0,0.0
2023-11-01,Business Unit 3,Category 12,Brand 45,49844602656.688,5266421081.484489,0.0,0.0,1021016750.0
2023-12-01,Business Unit 3,Category 12,Brand 45,51462118754.85,8161875481.4815,0.0,0.0,1021016750.0
2024-01-01,Business Unit 3,Category 12,Brand 45,49258041187.64601,7811274992.524859,0.0,0.0,0.0
2024-02-01,Business Unit 3,Category 12,Brand 45,48545727983.62977,6904687661.198,0.0,0.0,0.0
2024-03-01,Business Unit 3,Category 12,Brand 45,53234806003.232765,6682868966.82063,0.0,0.0,0.0
2024-04-01,Business Unit 3,Category 12,Brand 45,58026329029.37868,4740917548.698,0.0,0.0,0.0
2024-05-01,Business Unit 3,Category 12,Brand 45,52489808925.956535,5900164271.264359,0.0,0.0,1570795000.0
2024-06-01,Business Unit 3,Category 12,Brand 45,45733381012.67524,181685061.198,0.0,0.0,0.0
2024-07-01,Business Unit 3,Category 12,Brand 45,46225366214.97786,2618289673.70528,0.0,0.0,0.0
2024-08-01,Business Unit 3,Category 12,Brand 45,59515194971.902336,7246838102.4344,0.0,0.0,0.0
2024-09-01,Business Unit 3,Category 12,Brand 45,56297490720.16999,8686496350.0,0.0,0.0,0.0
2025-02-01,Business Unit 3,Category 12,Brand 45,37565766628.35,2298459500.57,0.0,0.0,0.0
2025-04-01,Business Unit 3,Category 12,Brand 45,45260021308.88012,4756439516.57,0.0,0.0,0.0
2018-01-01,Business Unit 3,Category 12,Brand 46,0.0,4963712200.0,1396077426.50415,0.0,0.0
2018-02-01,Business Unit 3,Category 12,Brand 46,0.0,2805439870.0,1448845980.286004,0.0,0.0
2018-03-01,Business Unit 3,Category 12,Brand 46,0.0,2984510500.0,2173630944.755666,0.0,0.0
2018-04-01,Business Unit 3,Category 12,Brand 46,0.0,4555305500.0,2340360204.221005,0.0,0.0
2019-04-01,Business Unit 3,Category 12,Brand 46,0.0,1617918850.0,2095900987.505597,0.0,1570795000.0
2019-05-01,Business Unit 3,Category 12,Brand 46,0.0,1837830150.0,1239751941.119834,0.0,0.0
2019-06-01,Business Unit 3,Category 12,Brand 46,0.0,2874554850.0,1446891719.270725,0.0,1570795000.0
2019-07-01,Business Unit 3,Category 12,Brand 46,0.0,4801920315.0,1615021691.40995,0.0,1570795000.0
2019-08-01,Business Unit 3,Category 12,Brand 46,0.0,3502872850.0,1656534361.333946,0.0,0.0
2019-11-01,Business Unit 3,Category 12,Brand 46,0.0,3667485047.471219,2850175182.945996,0.0,1570795000.0
2019-12-01,Business Unit 3,Category 12,Brand 46,0.0,1691493317.005,2906986403.113393,0.0,407167883.412639
2020-01-01,Business Unit 3,Category 12,Brand 46,0.0,1413715500.0,14716381880.67945,0.0,0.0
2020-02-01,Business Unit 3,Category 12,Brand 46,0.0,1256636000.0,14983873691.34829,0.0,1570795000.0
2020-03-01,Business Unit 3,Category 12,Brand 46,0.0,1350883700.0,7487218790.827417,0.0,628318000.0
2020-04-01,Business Unit 3,Category 12,Brand 46,0.0,1398007550.0,7545243555.1818,0.0,0.0
2020-05-01,Business Unit 3,Category 12,Brand 46,0.0,3459588022.98,7438511647.64017,0.0,0.0
2020-06-01,Business Unit 3,Category 12,Brand 46,0.0,1429423450.0,5208810189.906719,0.0,0.0
2020-07-01,Business Unit 3,Category 12,Brand 46,0.0,1196307249.26614,6437015026.64847,0.0,0.0
2020-08-01,Business Unit 3,Category 12,Brand 46,0.0,1218072982.75,6602472668.297844,0.0,0.0
2020-09-01,Business Unit 3,Category 12,Brand 46,0.0,0.0,3777059112.562251,0.0,0.0
2020-10-01,Business Unit 3,Category 12,Brand 46,0.0,1193804200.0,3754200662.607533,0.0,0.0
2020-11-01,Business Unit 3,Category 12,Brand 46,0.0,1193804200.0,3635194862.003988,0.0,0.0
2020-12-01,Business Unit 3,Category 12,Brand 46,0.0,1193804200.0,3707653515.421359,0.0,0.0
2021-01-01,Business Unit 3,Category 12,Brand 46,0.0,62831800.0,0.0,0.0,0.0
2021-02-01,Business Unit 3,Category 12,Brand 46,0.0,3762054025.0,8334031000.653,0.0,0.0
2021-03-01,Business Unit 3,Category 12,Brand 46,0.0,2370503777.62575,6940653211.835999,0.0,1570795000.0
2021-04-01,Business Unit 3,Category 12,Brand 46,0.0,1492255250.0,6994439431.749,0.0,0.0
2021-05-01,Business Unit 3,Category 12,Brand 46,0.0,1429423450.0,5107779234.22,0.0,0.0
2021-06-01,Business Unit 3,Category 12,Brand 46,0.0,3047342300.0,4470896474.4825,0.0,0.0
2021-07-01,Business Unit 3,Category 12,Brand 46,0.0,691149800.0,4420085183.22,0.0,0.0
2021-08-01,Business Unit 3,Category 12,Brand 46,0.0,1652476340.0,5893806937.174,0.0,0.0
2021-09-01,Business Unit 3,Category 12,Brand 46,0.0,62831800.0,4619816322.7755,0.0,0.0
2021-10-01,Business Unit 3,Category 12,Brand 46,0.0,855612036.5,6283594375.721,0.0,0.0
2021-11-01,Business Unit 3,Category 12,Brand 46,0.0,691149800.0,6084406259.997,0.0,0.0
2021-12-01,Business Unit 3,Category 12,Brand 46,0.0,1130972400.0,6205686713.629,0.0,1884954000.0
2022-01-01,Business Unit 3,Category 12,Brand 46,0.0,1570795000.0,5295475924.232375,0.0,0.0
2022-02-01,Business Unit 3,Category 12,Brand 46,0.0,2770254062.0,5571454057.843949,0.0,0.0
2022-03-01,Business Unit 3,Category 12,Brand 46,0.0,596902100.0,3174706191.339799,0.0,0.0
2022-04-01,Business Unit 3,Category 12,Brand 46,0.0,1382299600.0,13535538849.9573,0.0,1570795000.0
2022-05-01,Business Unit 3,Category 12,Brand 46,0.0,1256636000.0,11726608382.71667,0.0,0.0
2022-06-01,Business Unit 3,Category 12,Brand 46,0.0,9768211449.37259,5946292311.061724,0.0,5340703000.0
2022-07-01,Business Unit 3,Category 12,Brand 46,0.0,1476547300.0,5248851155.073749,0.0,1570795000.0
2022-08-01,Business Unit 3,Category 12,Brand 46,0.0,1413715500.0,6709865795.192883,0.0,0.0
2022-09-01,Business Unit 3,Category 12,Brand 46,0.0,1350883700.0,6709865795.192883,0.0,0.0
2022-10-01,Business Unit 3,Category 12,Brand 46,0.0,832521350.0,4821450299.832074,0.0,0.0
2022-11-01,Business Unit 3,Category 12,Brand 46,0.0,832521350.0,4446296882.3055,0.0,0.0
2022-12-01,Business Unit 3,Category 12,Brand 46,0.0,1383434509.597667,3073973137.45694,0.0,0.0
2020-01-01,Business Unit 3,Category 12,Brand 47,17341414693.956,0.0,0.0,180006403.1807339,0.0
2020-02-01,Business Unit 3,Category 12,Brand 47,16385143600.584,0.0,0.0,180006403.1807339,0.0
2020-03-01,Business Unit 3,Category 12,Brand 47,16392378682.354,0.0,0.0,180006403.1807339,0.0
2020-04-01,Business Unit 3,Category 12,Brand 47,14765596464.487,0.0,0.0,180006403.1807339,0.0
2020-05-01,Business Unit 3,Category 12,Brand 47,14294840512.711,0.0,0.0,180006403.1807339,0.0
2020-06-01,Business Unit 3,Category 12,Brand 47,16058597939.532,0.0,0.0,180006403.1807339,0.0
2020-07-01,Business Unit 3,Category 12,Brand 47,12568431250.287,1469400182.75,4076776183.544031,180006403.1807339,1319467800.0
2020-08-01,Business Unit 3,Category 12,Brand 47,14921302147.18,1445131400.0,0.0,180006403.1807339,0.0
2020-09-01,Business Unit 3,Category 12,Brand 47,11806386759.552,0.0,0.0,180006403.1807339,0.0
2020-10-01,Business Unit 3,Category 12,Brand 47,11263008556.7,345574900.0,0.0,180006399.70535,0.0
2020-11-01,Business Unit 3,Category 12,Brand 47,11650193816.25,31415900.0,0.0,180006399.70535,0.0
2020-12-01,Business Unit 3,Category 12,Brand 47,11765466293.166,31415900.0,0.0,180006399.70535,0.0
2022-01-01,Business Unit 3,Category 12,Brand 48,128877063296.02,942477000.0,8361277775.103749,0.0,0.0
2022-02-01,Business Unit 3,Category 12,Brand 48,123049530084.85,1712166550.0,10556439267.4938,264169003.2981249,0.0
2022-03-01,Business Unit 3,Category 12,Brand 48,116105556149.5522,1884954000.0,8791494068.325598,144237696.701875,0.0
2022-04-01,Business Unit 3,Category 12,Brand 48,114710170916.1411,3298669500.0,8859623280.215399,136135566.6666667,0.0
2022-05-01,Business Unit 3,Category 12,Brand 48,147027849591.584,1288051900.0,6453679062.436969,136135566.6666667,0.0
2022-06-01,Business Unit 3,Category 12,Brand 48,173332490732.28,2324776600.0,6909025351.90029,0.0,1570795000.0
2022-07-01,Business Unit 3,Category 12,Brand 48,135904162131.92282,1288051900.0,6298621386.088499,0.0,1570795000.0
2022-08-01,Business Unit 3,Category 12,Brand 48,157871023600.5,942477000.0,9585522564.561262,119931306.5962499,942477000.0
2022-09-01,Business Unit 3,Category 12,Brand 48,133267900904.65799,972764368.61543,9266005145.742554,198045979.3713206,785397500.0
2022-10-01,Business Unit 3,Category 12,Brand 48,153151037209.33588,1687033830.0,4821450299.832074,198045979.3713206,1099556500.0
2022-11-01,Business Unit 3,Category 12,Brand 48,134302927261.10399,2339711718.86,4668611726.420774,119931306.5962499,1099556500.0
2022-12-01,Business Unit 3,Category 12,Brand 48,150283506954.57602,1728727407.500602,3696977555.80341,119931306.5962499,942477000.0
2023-01-01,Business Unit 3,Category 12,Brand 48,125985754346.55,2686059450.0,5331970058.38344,0.0,2183405050.0
2023-02-01,Business Unit 3,Category 12,Brand 48,122720072484.027,4174720485.42075,5381901550.50803,0.0,942477000.0
2023-03-01,Business Unit 3,Category 12,Brand 48,120992974899.23401,4445349850.0,4237724994.331,0.0,3921984260.31462
2023-04-01,Business Unit 3,Category 12,Brand 48,175069266927.54498,1712166550.0,4206753176.92704,0.0,2306989259.85331
2023-05-01,Business Unit 3,Category 12,Brand 48,133902107186.79501,3888029613.946707,5179560368.555759,0.0,2142563472.08049
2023-06-01,Business Unit 3,Category 12,Brand 48,115115651570.631,2352509389.419315,5197237738.915295,0.0,2981238179.01533
2023-07-01,Business Unit 3,Category 12,Brand 48,159989879657.406,1947785800.0,3837464449.767359,0.0,0.0
2023-08-01,Business Unit 3,Category 12,Brand 48,129953462821.971,2921678700.0,3854459776.22551,0.0,3158848177.01027
2023-09-01,Business Unit 3,Category 12,Brand 48,145540834513.704,2356192500.0,4936966213.84479,0.0,3991561302.23023
2023-10-01,Business Unit 3,Category 12,Brand 48,156780909777.56302,1979201700.0,3455170950.58159,0.0,3730701362.06511
2023-11-01,Business Unit 3,Category 12,Brand 48,156654465492.448,109955650.0,5576339924.58534,0.0,1137453418.48866
2023-12-01,Business Unit 3,Category 12,Brand 48,183205142767.266,6429374685.47227,5488446200.315989,0.0,2285994045.29921
2024-01-01,Business Unit 3,Category 12,Brand 48,135973019077.00009,3424333100.0,4259545853.29459,0.0,2885434330.10791
2024-02-01,Business Unit 3,Category 12,Brand 48,147987863485.41452,3540571930.0,3112146019.49438,0.0,2857165341.96137
2024-03-01,Business Unit 3,Category 12,Brand 48,134486604467.47261,5246455300.0,3264336694.407222,0.0,1969580834.061777
2024-04-01,Business Unit 3,Category 12,Brand 48,168255302457.6733,4954287430.0,3604098813.07068,0.0,2091227918.560178
2024-05-01,Business Unit 3,Category 12,Brand 48,140944586459.85068,4441070413.80108,3547983763.90658,0.0,576547967.7260699
2024-06-01,Business Unit 3,Category 12,Brand 48,180548438044.7636,4975648584.811275,7432863037.739739,0.0,2477621013.62711
2024-07-01,Business Unit 3,Category 12,Brand 48,153461910358.9187,4483048930.0,7348388483.367225,0.0,1947785800.0
2024-08-01,Business Unit 3,Category 12,Brand 48,135978612189.48761,8527839809.519079,2517677058.95825,0.0,1316531968.43705
2024-09-01,Business Unit 3,Category 12,Brand 48,188499122784.1499,4029089175.0,2222736283.39429,0.0,972437904.0073999
2024-10-01,Business Unit 3,Category 12,Brand 48,137411274212.36,1947785800.0,2463536803.84338,0.0,0.0
2025-01-01,Business Unit 3,Category 12,Brand 48,152243549982.12,2183405050.0,2360858226.678974,0.0,483593035.15266
2025-02-01,Business Unit 3,Category 12,Brand 48,126543116394.81,2183405050.0,2318114010.398753,0.0,674577875.05092
2025-03-01,Business Unit 3,Category 12,Brand 48,144998515333.9682,2183405050.0,2138428944.679069,0.0,1924705172.87118
2025-04-01,Business Unit 3,Category 12,Brand 48,146293256080.20102,3185572260.0,2244022596.588286,0.0,1838426992.40979
2025-05-01,Business Unit 3,Category 12,Brand 48,151577925600.87,3185572260.0,2245160927.442495,0.0,230965000.12295
2019-01-01,Business Unit 3,Category 13,Brand 49,0.0,5484405972.005326,0.0,0.0,0.0
2019-02-01,Business Unit 3,Category 13,Brand 49,0.0,5278447300.239121,0.0,0.0,0.0
2019-04-01,Business Unit 3,Category 13,Brand 49,177000108.56188002,3123306227.845832,0.0,0.0,0.0
2019-05-01,Business Unit 3,Category 13,Brand 49,93661278.24424,994708446.5843537,0.0,0.0,0.0
2019-06-01,Business Unit 3,Category 13,Brand 49,199969642.78511998,314159000.0,0.0,0.0,0.0
2019-07-01,Business Unit 3,Category 13,Brand 49,319397020.13085,1462529280.617674,0.0,0.0,0.0
2019-08-01,Business Unit 3,Category 13,Brand 49,838744588.4628,1817000595.439508,1577651772.444677,0.0,0.0
2019-09-01,Business Unit 3,Category 13,Brand 49,936648693.9576899,1681756701.908676,3046015413.649374,0.0,0.0
2019-10-01,Business Unit 3,Category 13,Brand 49,1425082005.0976598,1580447036.363704,630746078.990698,0.0,0.0
2019-11-01,Business Unit 3,Category 13,Brand 49,1417155965.16465,1358974610.777944,732902190.0170866,0.0,0.0
2019-12-01,Business Unit 3,Category 13,Brand 49,1510865463.6738,1255577846.961935,747510789.4483111,0.0,0.0
2020-01-01,Business Unit 3,Category 13,Brand 49,1294265336.702,392698750.0,3133165174.59627,0.0,0.0
2020-02-01,Business Unit 3,Category 13,Brand 49,1128668986.212,1204328526.5,3296452212.096622,0.0,0.0
2020-03-01,Business Unit 3,Category 13,Brand 49,1778533267.068,1299518703.5,3743609395.413709,91043278.2,0.0
2020-04-01,Business Unit 3,Category 13,Brand 49,1014863945.985,2538404720.366256,0.0,91043278.2,628318000.0
2020-05-01,Business Unit 3,Category 13,Brand 49,869111448.7300001,0.0,0.0,91043278.2,942477000.0
2020-06-01,Business Unit 3,Category 13,Brand 49,1149711356.0319998,0.0,0.0,91043278.2,0.0
2020-07-01,Business Unit 3,Category 13,Brand 49,559152754.5600001,1326080061.047559,0.0,91043278.2,0.0
2020-08-01,Business Unit 3,Category 13,Brand 49,226376378.061,248625432.6,3081153911.872327,91043278.2,0.0
2020-09-01,Business Unit 3,Category 13,Brand 49,598193921.808,373792930.5490465,0.0,91043278.2,0.0
2020-10-01,Business Unit 3,Category 13,Brand 49,220986352.098,1380123040.47461,0.0,91043278.2,0.0
2020-11-01,Business Unit 3,Category 13,Brand 49,154666758.88,37011511.6126,0.0,91043278.2,0.0
2020-12-01,Business Unit 3,Category 13,Brand 49,83869457.435,143586059.93259,0.0,91043278.2,0.0
2018-01-01,Business Unit 3,Category 13,Brand 50,48019968189.996796,440262422.6,0.0,0.0,0.0
2018-02-01,Business Unit 3,Category 13,Brand 50,43000131167.3462,2574533005.0,965897320.1906695,0.0,3769908000.0
2018-03-01,Business Unit 3,Category 13,Brand 50,48397692940.818954,9767203310.0,838945276.9232396,0.0,0.0
2018-04-01,Business Unit 3,Category 13,Brand 50,46139621155.80275,13273217750.67121,936144081.6884019,0.0,0.0
2018-05-01,Business Unit 3,Category 13,Brand 50,47451572249.3388,6440573659.0,1560590076.858407,0.0,0.0
2018-06-01,Business Unit 3,Category 13,Brand 50,47848642710.31921,3727001033.729366,275905856.7939522,0.0,0.0
2018-07-01,Business Unit 3,Category 13,Brand 50,46357775351.949394,3167441917.661267,665540198.7420181,0.0,0.0
2018-08-01,Business Unit 3,Category 13,Brand 50,49794099963.811195,2638935600.0,0.0,0.0,0.0
2018-09-01,Business Unit 3,Category 13,Brand 50,49200010497.9223,3832739800.0,2114608711.105175,0.0,0.0
2018-10-01,Business Unit 3,Category 13,Brand 50,52866055301.993385,6031852800.0,1333482912.074492,0.0,0.0
2018-11-01,Business Unit 3,Category 13,Brand 50,47400911207.759636,6048313249.294837,795600503.483534,0.0,0.0
2018-12-01,Business Unit 3,Category 13,Brand 50,48901913216.089005,6320799830.25066,0.0,0.0,0.0
2019-01-01,Business Unit 3,Category 13,Brand 50,47160717438.29519,3239764687.5,854499592.9464927,0.0,0.0
2019-02-01,Business Unit 3,Category 13,Brand 50,41737708204.6283,5159990428.40204,899032421.4320415,0.0,0.0
2019-03-01,Business Unit 3,Category 13,Brand 50,46996338497.91246,4206953523.35886,748721879.0534818,0.0,0.0
2019-04-01,Business Unit 3,Category 13,Brand 50,45577527954.6841,6886042747.236309,0.0,0.0,0.0
2019-05-01,Business Unit 3,Category 13,Brand 50,49827800025.93568,2494163366.826638,2892754529.489052,0.0,0.0
2019-06-01,Business Unit 3,Category 13,Brand 50,51692152659.95353,3612828500.0,2315026750.864576,0.0,0.0
2019-07-01,Business Unit 3,Category 13,Brand 50,55042753135.88315,3766454462.271593,1845739075.870158,0.0,0.0
2019-08-01,Business Unit 3,Category 13,Brand 50,57349161236.14394,2925433294.792263,2366477658.824095,0.0,0.0
2019-09-01,Business Unit 3,Category 13,Brand 50,54117480095.33318,1946795033.02299,0.0,0.0,0.0
2019-10-01,Business Unit 3,Category 13,Brand 50,58976470672.50315,3112244516.881373,693820686.826936,0.0,0.0
2019-11-01,Business Unit 3,Category 13,Brand 50,51773431260.68189,2849218652.979638,671827007.426651,0.0,628318000.0
2019-12-01,Business Unit 3,Category 13,Brand 50,50865803943.684586,1648035443.950436,560633092.188335,0.0,1209512150.0
2020-01-01,Business Unit 3,Category 13,Brand 50,47290464225.65,1790706300.0,3702831569.977411,0.0,628318000.0
2020-02-01,Business Unit 3,Category 13,Brand 50,44394313457.67199,2582324148.2,3895807159.750555,0.0,0.0
2020-03-01,Business Unit 3,Category 13,Brand 50,46143057540.042,848229300.0,3244461476.025214,0.0,314159000.0
2020-04-01,Business Unit 3,Category 13,Brand 50,36670417248.258,801105450.0,2263573066.55454,0.0,0.0
2020-05-01,Business Unit 3,Category 13,Brand 50,36130204511.490005,4128423109.21,0.0,0.0,1256636000.0
2020-06-01,Business Unit 3,Category 13,Brand 50,39880612662.35999,2863365134.738,0.0,0.0,879645200.0
2020-07-01,Business Unit 3,Category 13,Brand 50,38301963687.36,2749802311.1,1394686589.107169,0.0,879645200.0
2020-08-01,Business Unit 3,Category 13,Brand 50,42181465112.03299,695898383.8801851,5135256519.787211,0.0,0.0
2020-09-01,Business Unit 3,Category 13,Brand 50,45238415336.73,843410100.9399999,3304926723.49197,0.0,0.0
2020-10-01,Business Unit 3,Category 13,Brand 50,42576703837.548,801468231.38843,3284925579.781591,0.0,0.0
2020-11-01,Business Unit 3,Category 13,Brand 50,47792028493.91999,1956381190.24,3180795504.253489,0.0,0.0
2020-12-01,Business Unit 3,Category 13,Brand 50,45289507014.9,2769541513.492125,3244196825.99369,0.0,942477000.0
2021-01-01,Business Unit 3,Category 13,Brand 50,43149783888.896,737921791.92,3520538010.57,0.0,0.0
2021-02-01,Business Unit 3,Category 13,Brand 50,40716702858.6,2338052959.34,3704013778.068,0.0,0.0
2021-03-01,Business Unit 3,Category 13,Brand 50,51017431088.576,769689550.0,3598857220.952,0.0,0.0
2021-04-01,Business Unit 3,Category 13,Brand 50,41434135200.53999,4792369881.4,3108639747.444,0.0,0.0
2021-05-01,Business Unit 3,Category 13,Brand 50,50890078569.792,1492255250.0,3064667540.532,0.0,0.0
2021-06-01,Business Unit 3,Category 13,Brand 50,43003497321.340996,942477000.0,1788358589.793,0.0,0.0
2021-07-01,Business Unit 3,Category 13,Brand 50,39183217381.44,2085778884.114,5304102219.863999,0.0,0.0
2021-08-01,Business Unit 3,Category 13,Brand 50,44879762940.037,1799396095.0195,5440437172.776,0.0,0.0
2021-09-01,Business Unit 3,Category 13,Brand 50,38558948890.95,706857750.0,5835557460.348,0.0,0.0
2021-10-01,Business Unit 3,Category 13,Brand 50,47139636489.75,581194150.0,5800240962.204,0.0,0.0
2021-11-01,Business Unit 3,Category 13,Brand 50,41664785711.79599,109955650.0,4329289069.61325,0.0,0.0
2021-12-01,Business Unit 3,Category 13,Brand 50,47850111780.635,109955650.0,4415584777.00525,0.0,2199113000.0
2022-01-01,Business Unit 3,Category 13,Brand 50,43445914497.6902,2191259025.0,11612887042.30125,0.0,0.0
2022-02-01,Business Unit 3,Category 13,Brand 50,45601833431.2053,14216360740.37648,9285756763.07325,0.0,942477000.0
2022-03-01,Business Unit 3,Category 13,Brand 50,42115851434.088,1240928050.0,7326243266.231698,0.0,942477000.0
2022-04-01,Business Unit 3,Category 13,Brand 50,44716758055.72209,6000295528.45,9269791721.0556,0.0,0.0
2022-05-01,Business Unit 3,Category 13,Brand 50,51629165514.611206,1806414250.0,8653428971.114824,0.0,0.0
2022-06-01,Business Unit 3,Category 13,Brand 50,48013202964.4272,21134184377.39458,10099257325.00235,0.0,1256636000.0
2022-07-01,Business Unit 3,Category 13,Brand 50,48080349738.29219,4235321992.14,4199080924.058999,0.0,628318000.0
2022-08-01,Business Unit 3,Category 13,Brand 50,59617545023.29999,3763474906.46679,12461179319.00709,0.0,628318000.0
2022-09-01,Business Unit 3,Category 13,Brand 50,48444955825.026,5247826867.92856,7987935470.467718,0.0,628318000.0
2022-10-01,Business Unit 3,Category 13,Brand 50,43822883369.392006,6044527868.438769,5739821785.514374,0.0,0.0
2022-11-01,Business Unit 3,Category 13,Brand 50,45178643759.548996,7341045706.32123,5557871102.881875,0.0,0.0
2022-12-01,Business Unit 3,Category 13,Brand 50,50321908195.296,6182992970.324106,4269857626.09837,0.0,0.0
2023-01-01,Business Unit 3,Category 13,Brand 50,46974260050.56001,4035450894.75,4180638887.551875,0.0,0.0
2023-02-01,Business Unit 3,Category 13,Brand 50,42799643001.99,8256098520.0,4398516361.45575,0.0,0.0
2023-03-01,Business Unit 3,Category 13,Brand 50,46880785181.7,10037746902.88907,3663122528.468999,0.0,0.0
2023-04-01,Business Unit 3,Category 13,Brand 50,47574190643.32,5010836050.0,2707107113.39915,0.0,0.0
2023-05-01,Business Unit 3,Category 13,Brand 50,45380594275.36,6613868516.625669,2668814649.87995,0.0,0.0
2023-06-01,Business Unit 3,Category 13,Brand 50,45627370882.245,7129718553.596017,3114724543.889474,0.0,0.0
2023-07-01,Business Unit 3,Category 13,Brand 50,48616601621.22,11245654324.00468,2205985322.3727,0.0,0.0
2023-08-01,Business Unit 3,Category 13,Brand 50,47363998166.144005,6929376303.314344,3233812053.03344,0.0,942477000.0
2023-09-01,Business Unit 3,Category 13,Brand 50,58521855192.272,13037249809.11396,3160864747.92332,0.0,877917325.5
2023-10-01,Business Unit 3,Category 13,Brand 50,49097462811.39001,438872796.9691995,2286387300.11064,0.0,239134287.08648
2023-11-01,Business Unit 3,Category 13,Brand 50,38209525543.2,2302785470.0,3345803952.86625,0.0,211233552.97815
2023-12-01,Business Unit 3,Category 13,Brand 50,38473029860.19899,11729907418.99731,5488446200.315989,0.0,558119545.29921
2024-01-01,Business Unit 3,Category 13,Brand 50,36863527929.36115,4398226003.14159,5679395090.99988,0.0,1752852616.07292
2024-02-01,Business Unit 3,Category 13,Brand 50,38870207902.62229,5054818310.0,3457940023.068669,0.0,1429300378.548831
2024-03-01,Business Unit 3,Category 13,Brand 50,35240735537.378586,4398226000.0,2393846909.231963,0.0,292442944.9786367
2024-04-01,Business Unit 3,Category 13,Brand 50,47142350971.31124,5601035944.7258,0.0,0.0,1570795000.0
2024-05-01,Business Unit 3,Category 13,Brand 50,40551274215.294,7663908805.0,0.0,0.0,1570795000.0
2024-06-01,Business Unit 3,Category 13,Brand 50,38848275839.401505,7485978003.54221,0.0,0.0,1570795000.0
2024-07-01,Business Unit 3,Category 13,Brand 50,38957751050.9793,5321853460.0,0.0,0.0,1570795000.0
2024-08-01,Business Unit 3,Category 13,Brand 50,47182624363.513084,15126127532.0,0.0,0.0,1570795000.0
2024-09-01,Business Unit 3,Category 13,Brand 50,40047094941.23,5205614630.0,2222736283.39429,0.0,972437904.0073999
2024-10-01,Business Unit 3,Category 13,Brand 50,46286468610.27,13979875663.4601,2295928714.20575,0.0,0.0
2024-11-01,Business Unit 3,Category 13,Brand 50,36858321401.020004,7912601731.51956,2223148441.15275,0.0,0.0
2024-12-01,Business Unit 3,Category 13,Brand 50,35979939120.2,3414908330.0,0.0,0.0,0.0
2025-01-01,Business Unit 3,Category 13,Brand 50,37170394385.26001,4571013450.0,2790105178.59108,0.0,571519039.937207
2025-02-01,Business Unit 3,Category 13,Brand 50,33931336555.510002,5073667850.0,2739589284.731121,0.0,797228398.07305
2025-03-01,Business Unit 3,Category 13,Brand 50,37598650167.80109,7383003535.15,2527234208.490387,0.0,418257475.88718
2025-04-01,Business Unit 3,Category 13,Brand 50,36329483402.29353,6581631050.0,2652026706.06088,0.0,316292353.23812
2025-05-01,Business Unit 3,Category 13,Brand 50,47009216522.490005,12770563350.0,2653372004.01386,0.0,1843753636.79454
2018-01-01,Business Unit 3,Category 13,Brand 51,75834351173.2872,1507963200.0,2233723882.40664,0.0,2827431000.0
2018-02-01,Business Unit 3,Category 13,Brand 51,66676018139.418465,1947785800.0,1448845980.286004,0.0,2827431000.0
2018-03-01,Business Unit 3,Category 13,Brand 51,73760745083.34436,4900880400.0,1144016286.713508,0.0,2827431000.0
2018-04-01,Business Unit 3,Category 13,Brand 51,76474510202.98799,4804360393.271647,2340360204.221005,0.0,0.0
2018-05-01,Business Unit 3,Category 13,Brand 51,70210752272.63278,3347633471.302135,975368798.0365041,0.0,0.0
2018-06-01,Business Unit 3,Category 13,Brand 51,79902587826.94078,5614608370.17003,5058274041.222455,0.0,0.0
2018-07-01,Business Unit 3,Category 13,Brand 51,82518728426.89159,5089375800.0,4806679213.136798,0.0,1256636000.0
2018-08-01,Business Unit 3,Category 13,Brand 51,87397553985.4464,3502259476.232622,2428494820.994572,0.0,0.0
2018-09-01,Business Unit 3,Category 13,Brand 51,90168112624.59691,3791936490.581554,1174782617.280653,0.0,0.0
2018-10-01,Business Unit 3,Category 13,Brand 51,89427626258.5122,4498794240.410296,4000448736.223476,0.0,1570795000.0
2018-11-01,Business Unit 3,Category 13,Brand 51,81941110072.32866,9802057542.02504,4056002566.778801,0.0,1570795000.0
2018-12-01,Business Unit 3,Category 13,Brand 51,78939043431.21486,4723380565.0,1410424280.18784,0.0,1657412587.590049
2019-01-01,Business Unit 3,Category 13,Brand 51,77239600213.9008,6744208332.5,3987664767.544399,0.0,0.0
2019-02-01,Business Unit 3,Category 13,Brand 51,68158082718.626015,3401785972.374989,3596129685.979493,0.0,1570795000.0
2019-03-01,Business Unit 3,Category 13,Brand 51,72565227642.37057,2391283567.123861,1497443758.075548,0.0,0.0
